Iteration,d1_loss,d2_loss,g_loss
12301,1.36E-05,0.000150014,8.091684341
12601,5.67E-05,1.50E-05,4.711199284
12901,0.000451431,0.007665361,6.135605335
13201,4.71E-05,0.000131201,5.350814819
13501,2.03E-05,3.52E-05,5.677292347
13801,6.58E-06,0.007806863,6.985848427
14101,3.00E-05,0.006930293,4.86204052
14401,1.03E-05,0.207939222,6.939367771
14701,0.034719124,7.58E-05,5.980451107
15001,0.000109868,1.86E-05,6.348473549
15301,2.02E-05,0.000790187,6.115749836
15601,9.12E-06,3.52E-05,5.282684803
15901,4.81E-06,0.000135345,6.612397194
16201,0.075900368,2.35E-05,4.618326187
16501,0.217149198,0.003933906,5.856457233
16801,7.19E-06,0.000248622,6.177672863
17101,0.055492524,0.000581102,4.070777893
17401,0.00024822,0.000224074,5.920176029
17701,3.29E-05,0.000697553,5.369161129
18001,0.000241589,6.25E-05,4.949749947
18301,0.000173125,0.000405855,6.520774364
18601,0.000509827,8.75E-05,5.824081421
18901,0.002314611,5.43E-05,5.368448257
19201,5.42E-05,4.14E-05,5.248510361
19501,0.008809741,2.84E-07,5.106089115
19801,0.004561559,0.000133868,5.790193558
20101,4.39E-05,0.002111937,6.561182022
20401,3.22E-05,0.000267664,6.537915707
20701,4.41E-05,0.00011517,3.831651926
21001,4.62E-05,0.002240171,4.656472206
21301,0.000743089,3.85E-05,4.609500885
21601,7.22E-06,0.001829388,6.112769604
21901,7.84E-06,0.190046057,7.420647621
22201,0.00155261,6.96E-05,5.495858192
22501,4.54E-05,3.44E-05,6.822241783
22801,4.50E-05,5.43E-06,5.186020851
23101,0.000153586,0.000323116,5.438601017
23401,3.49E-05,8.10E-05,4.516405582
23701,1.59E-05,0.000519778,5.825340748
24001,0.000157868,7.34E-06,4.718129158
24301,0.017346187,4.99E-06,6.318753242
1,1.63E-05,9.87E-05,5.12308979
301,0.000204869,0.004296674,7.634941101
601,0.000227603,0.010050728,5.127633095
901,2.08E-05,4.90E-06,6.158890247
1201,9.55E-05,2.51E-06,5.313557148
1501,0.00029855,0.000484501,6.389210701
1801,5.42E-05,8.39E-05,5.76264143
2101,5.04E-05,5.26E-06,4.235111237
2401,6.18E-06,0.000174218,4.818561554
2701,2.11E-05,1.16E-06,4.831018448
3001,1.11E-05,1.31E-05,5.0911479
3301,4.07E-05,6.10E-05,6.988451958
3601,6.78E-05,3.36E-05,5.969447613
3901,1.47E-05,7.61E-05,5.325028419
4201,1.52E-05,9.06E-06,4.494854927
4501,4.15E-05,2.11E-06,3.91140008
4801,2.50E-05,8.69E-06,3.998401642
5101,1.09E-05,6.67E-06,5.752011776
5401,2.49E-05,5.07E-06,3.738298416
5701,1.18E-05,2.39E-05,5.562864304
6001,6.75E-06,1.77E-06,4.870049477
6301,7.30E-06,6.23E-07,4.589036942
6601,1.55E-05,1.03E-06,5.579381943
6901,0.000175245,0.000100178,6.150800228
7201,9.04E-05,1.67E-05,5.193982601
7501,0.000199474,2.46E-06,5.386549473
7801,0.000134256,4.83E-05,4.710632324
8101,9.29E-06,0.000126482,5.64511919
8401,4.68E-05,1.52E-05,5.877275467
8701,5.29E-05,3.97E-07,5.236809731
9001,7.59E-06,9.76E-06,5.695899487
9301,2.31E-05,2.74E-05,4.63539505
9601,1.11E-05,3.97E-07,4.069639683
9901,1.69E-05,6.35E-06,4.994216442
10201,3.36E-06,2.34E-06,6.24975872
10501,3.65E-06,1.03E-07,4.868934155
10801,8.70E-06,1.80E-06,4.091722012
11101,5.42E-06,1.65E-07,6.310094833
11401,2.41E-06,4.88E-07,3.31874752
11701,1.21E-06,1.22E-07,4.668616295
12001,6.38E-07,3.26E-06,5.791482449
12301,4.95E-06,1.43E-07,4.540018082
12601,2.03E-06,3.71E-08,5.53807354
12901,7.25E-07,2.51E-07,4.449388504
13201,0.010106102,0.000125251,4.980198383
13501,5.06E-05,9.35E-05,5.800785542
13801,0.000390449,2.78E-05,4.83402586
14101,1.35E-05,2.53E-05,5.452902794
14401,1.27E-05,1.68E-05,4.083741665
14701,1.12E-05,3.15E-05,5.250833988
15001,8.72E-06,6.99E-07,5.126813889
15301,5.25E-05,1.23E-06,4.7654953
15601,5.30E-06,2.83E-06,5.009430885
15901,4.25E-05,8.45E-07,4.539764404
16201,1.25E-05,1.73E-07,4.311722279
16501,1.29E-06,1.45E-05,5.172369957
16801,3.55E-06,2.27E-07,4.397072315
17101,0.000199458,0.00022453,4.494290829
17401,0.006150669,1.98E-05,5.218643665
17701,1.23E-05,4.20E-07,5.882423401
18001,0.000314788,1.23E-07,4.661189556
18301,7.82E-06,5.28E-06,4.321097851
18601,2.06E-05,1.54E-05,3.565613031
18901,0.00077939,2.29E-06,4.871119976
19201,0.000205714,0.000153855,4.947849274
19501,0.00645836,7.16E-05,4.830450058
19801,4.44E-05,1.32E-05,3.536156893
20101,2.99E-05,7.48E-06,4.159312725
20401,5.34E-05,0.000178125,4.228372097
20701,0.145867363,1.14E-06,7.151339531
21001,0.001435322,0.000882111,5.858921051
21301,6.32E-05,1.62E-05,4.349246025
21601,8.52E-05,9.81E-07,4.883636475
21901,0.000779844,0.002562209,4.315176487
22201,0.000134449,0.000814437,4.28289938
22501,0.011392413,1.84E-05,4.768161774
22801,0.04022615,0.001636087,4.436941147
23101,7.83E-05,4.32E-05,4.953591347
23401,0.000123063,0.000101095,4.701766491
23701,1.61E-05,3.82E-05,4.110292912
24001,0.000962459,2.66E-06,4.559237957
24301,0.000271748,6.17E-05,4.856194019
24601,3.54E-05,1.11E-05,5.637326717
24901,7.52E-05,9.32E-06,2.990228891
25201,8.66E-06,2.02E-06,3.427319765
25501,3.28E-05,3.93E-05,4.770159245
25801,0.015292993,0.000584313,4.773822784
26101,9.05E-05,1.74E-05,4.581180573
26401,0.000222026,1.31E-05,4.130412102
26701,0.000166899,0.000135257,3.963053226
27001,6.70E-05,0.009811367,5.706310272
27301,0.000573421,3.69E-05,4.373837948
27601,4.42E-05,3.70E-05,4.789806366
27901,1.73E-05,1.93E-05,3.947400093
28201,3.98E-05,2.92E-06,4.214186192
28501,2.05E-05,1.82E-05,4.41425705
28801,1.12E-05,2.67E-06,4.895402431
29101,1.79E-05,1.64E-06,4.339386463
29401,3.99E-06,9.29E-06,4.82012701
29701,0.000114835,3.67E-05,4.014172554
30001,0.000156442,7.10E-05,4.872380733
30301,3.82E-05,3.88E-06,3.886762381
30601,4.15E-05,3.06E-06,3.514757395
30901,0.000892249,0.000928647,5.02253437
31201,0.000205932,3.93E-06,4.157444954
31501,3.08E-05,1.32E-05,4.41812706
31801,3.43E-05,3.42E-05,3.900852919
32101,2.77E-05,4.76E-06,4.492739677
32401,1.49E-05,3.28E-06,5.358028412
32701,1.19E-05,1.34E-05,5.082313061
33001,8.99E-06,1.79E-06,3.759348631
33301,9.43E-06,1.36E-05,4.124213219
33601,5.22E-05,1.24E-07,4.215395451
33901,1.54E-05,4.56E-07,4.06182766
34201,7.43E-06,4.83E-07,4.856153488
34501,3.20E-05,4.28E-07,4.435532093
34801,3.89E-06,1.37E-06,5.10738802
35101,2.34E-05,4.63E-07,4.467191696
35401,1.98E-05,5.54E-07,3.921406031
35701,8.71E-06,6.40E-05,4.787482738
36001,4.28E-06,3.50E-06,3.568869114
36301,6.51E-06,4.93E-07,4.760931492
Data Augmentation,,,
1,4.75E-06,9.06E-06,21.19373322
301,7.27E-06,2.47E-06,22.66371918
601,1.06E-05,9.46E-07,15.96069431
901,4.57E-06,9.71E-07,13.14638233
1201,2.06E-06,5.66E-07,10.50205421
1501,3.79E-06,4.58E-07,13.89918232
1801,8.81E-07,2.56E-07,9.137647629
2101,2.73E-06,2.79E-07,13.03981876
2401,1.85E-06,8.45E-08,10.61124134
2701,6.56E-07,2.93E-07,12.38295746
3001,9.93E-07,1.31E-07,7.925829887
3301,1.06E-06,5.90E-07,11.93489552
3601,1.11E-06,2.30E-07,15.96454144
3901,1.69E-06,9.41E-07,8.090437889
4201,6.09E-07,2.54E-08,9.100297928
4501,5.05E-07,1.16E-07,7.938840866
4801,3.99E-07,1.05E-07,11.73689651
5101,0.000649259,0.001965025,9.324048996
5401,0.00022399,1.03E-05,7.724140167
5701,2.09E-05,4.17E-07,11.3468504
6001,1.63E-05,2.08E-07,8.866761208
6301,1.53E-05,8.54E-06,7.46961832
6601,1.19E-05,1.96E-07,9.505877495
6901,1.46E-05,9.03E-07,7.766182423
7201,8.30E-06,1.28E-06,8.002662659
7501,1.10E-05,8.68E-07,8.25942421
7801,3.43E-06,1.41E-07,7.057011127
8101,3.73E-06,5.93E-07,8.551513672
8401,3.08E-06,1.97E-07,8.32831955
8701,2.99E-06,5.06E-08,7.781148434
9001,1.00E-05,6.17E-06,6.338425159
9301,1.04E-06,8.14E-07,7.728989601
9601,2.53E-05,2.22E-05,8.364226341
9901,6.13E-05,5.40E-06,6.694915771
10201,7.28E-05,2.51E-06,6.56196022
10501,3.71E-05,1.68E-06,7.989414215
10801,6.11E-06,3.95E-06,8.052829742
11101,1.22E-05,3.96E-06,6.576415539
11401,0.000103388,4.15E-05,6.843295097
11701,1.18E-05,7.26E-07,5.875840187
12001,4.94E-06,5.17E-06,5.542337894
12301,0.000134651,0.458284944,7.522367954
12601,0.000140478,2.44E-06,6.203402042
12901,7.65E-05,4.28E-05,8.640654564
13201,1.92E-05,6.12E-06,6.329789162
13501,2.24E-05,3.63E-06,5.77440834
13801,6.94E-05,2.36E-06,6.762999535
14101,1.59E-05,1.09E-06,8.038105011
14401,4.78E-05,3.13E-06,6.47697258
14701,4.98E-06,1.62E-06,5.27293396
15001,1.60E-05,2.43E-06,5.79097271
15301,7.21E-06,5.99E-06,6.084856987
15601,3.11E-05,5.81E-07,6.890371323
15901,0.000266007,7.24E-07,6.963882446
16201,0.002482357,5.42E-06,6.37577486
16501,0.00012222,3.27E-06,5.207152367
16801,3.44E-05,2.71E-06,5.392903805
17101,1.72E-05,1.04E-06,5.380129337
17401,5.29E-06,2.53E-06,5.155258656
17701,2.88E-05,4.00E-06,5.416113853
18001,1.65E-05,7.09E-07,4.730515957
18301,3.76E-06,5.43E-06,5.809491634
18601,3.74E-06,3.95E-06,4.793209553
18901,4.16E-06,1.05E-06,6.004541874
19201,0.000649479,8.20E-07,4.543103695
19501,3.04E-05,1.59E-05,4.801661491
19801,4.17E-05,2.58E-07,4.926804543
20101,1.28E-05,2.76E-07,5.241077423
20401,3.11E-05,2.36E-07,5.166501522
20701,8.27E-06,7.95E-07,5.557496071
21001,7.01E-06,4.59E-06,5.752558231
21301,1.39E-05,8.61E-07,5.387533665
21601,1.03E-05,8.09E-07,5.491968632
21901,4.04E-06,5.56E-06,6.469462872
22201,2.44E-05,1.30E-07,5.816430092
22501,4.24E-06,5.08E-07,6.409273624
22801,2.86E-06,7.75E-08,5.924202442
23101,0.035551853,0.000311198,5.160266876
23401,0.000253961,9.42E-06,6.511776447
23701,2.37E-05,2.76E-06,3.920235395
24001,1.09E-05,2.59E-06,5.096027851
24301,5.43E-05,8.40E-07,5.839636803
24601,4.00E-05,5.28E-07,4.44633007
24901,5.25E-05,4.05E-07,5.588312149
25201,6.66E-06,3.91E-07,5.511084557
25501,2.13E-05,4.20E-07,5.487812519
25801,5.53E-06,1.89E-06,3.942882776
26101,9.76E-06,2.98E-07,5.555830002
26401,2.43E-06,4.59E-07,5.376241684
26701,6.70E-06,5.28E-07,4.556660175
27001,3.15E-06,4.84E-06,4.627953529
27301,1.32E-06,1.52E-07,4.374948025
27601,1.03E-06,4.35E-07,4.199390411
27901,4.34E-06,3.88E-08,5.674770832
28201,2.61E-06,1.43E-08,4.698713303
28501,0.011160096,1.23E-06,5.410303593
28801,5.05E-05,3.12E-07,4.957283974
29101,1.79E-05,9.03E-07,4.75959444
29401,1.85E-05,2.82E-06,6.003675461
29701,8.65E-06,4.74E-07,4.958542347
30001,5.02E-06,1.41E-06,4.72243166
30301,4.37E-06,3.99E-07,4.837398052
30601,2.84E-05,1.23E-06,4.614234924
30901,8.95E-06,4.70E-07,4.817645073
31201,2.07E-06,2.82E-06,6.304722786
31501,1.76E-06,2.02E-07,4.376904964
31801,0.016680753,1.91E-06,6.128246784
32101,7.90E-05,5.79E-07,6.129193783
32401,0.001062174,3.84E-07,5.864331722
32701,3.96E-05,2.36E-08,5.282357216
33001,4.42E-05,3.66E-08,4.858760357
33301,1.36E-05,1.63E-07,5.660356522
33601,1.34E-05,1.43E-07,4.905271053
33901,4.59E-06,1.78E-06,5.057363987
34201,5.55E-06,3.92E-05,4.51068306
34501,1.15E-05,1.35E-06,5.145900726
34801,1.79E-05,5.08E-06,4.610443592
1,2.52E-05,4.45E-05,15.47004032
301,4.00E-05,2.52E-06,15.0123291
601,6.48E-06,3.45E-06,11.44634724
901,7.32E-06,4.84E-07,9.895913124
1201,3.93E-06,6.87E-07,13.74060822
1501,1.20E-05,1.48E-07,11.62419605
1801,4.93E-06,1.46E-06,5.41754961
2101,8.61E-06,4.08E-07,10.36952782
2401,3.18E-06,6.67E-06,6.345295429
2701,4.81E-06,1.31E-07,8.153045654
3001,2.31E-06,1.68E-07,9.089837074
3301,6.96E-07,9.94E-08,7.317350388
3601,9.59E-07,1.59E-07,8.242828369
3901,1.02E-06,2.49E-08,6.987307072
4201,3.51E-05,2.92E-05,5.567104816
4501,9.07E-05,6.51E-05,7.254183292
4801,4.04E-05,6.70E-08,8.145157814
5101,8.71E-06,1.31E-05,6.558939457
5401,2.15E-05,2.59E-06,6.587595463
5701,6.74E-06,2.10E-07,5.93259573
6001,2.93E-06,1.10E-06,7.490598202
6301,2.16E-06,8.96E-07,8.280135155
6601,8.28E-06,0.053661812,7.44151783
6901,0.000134678,2.25E-07,5.878513336
7201,0.000184005,9.67E-09,6.931146622
7501,1.78E-05,5.63E-08,5.608366489
7801,2.12E-05,0.000453006,7.304831505
8101,8.83E-06,1.31E-09,6.071001053
8401,3.96E-06,6.26E-08,5.54442358
8701,7.33E-06,1.14E-07,6.874918938
9001,2.36E-06,1.41E-10,5.497589588
9301,2.31E-05,3.70E-08,6.829465866
9601,0.000130762,3.21E-08,5.797544003
9901,1.38E-05,1.38E-08,6.340366364
10201,6.37E-06,5.52E-09,4.627959728
10501,2.16E-06,1.34E-06,4.979931355
10801,8.71E-07,1.63E-07,5.118782997
11101,2.01E-06,4.32E-07,5.001726627
11401,0.000101105,8.77E-08,5.1828022
11701,0.000586234,8.29E-07,4.837738037
12001,2.57E-05,1.08E-07,4.343220234
12301,1.84E-05,3.20E-09,5.993475437
12601,3.64E-05,5.70E-07,5.576692581
12901,8.39E-05,8.44E-09,5.321201801
13201,1.04E-05,2.52E-05,7.344660282
13501,0.000133635,0.000125822,4.815752506
13801,0.000157893,2.21E-06,5.570364475
14101,3.53E-05,2.05E-05,4.052683353
14401,7.46E-05,5.44E-08,5.236325264
14701,0.00030208,0.008854843,4.578789234
15001,5.69E-05,1.23E-07,5.381618023
15301,5.37E-05,2.23E-06,6.28649044
15601,8.36E-05,4.28E-06,5.793931961
15901,0.000771058,0.066328242,5.915779591
16201,7.19E-05,9.28E-09,5.967717171
16501,2.39E-05,2.46E-06,6.287834644
16801,1.59E-05,2.73E-08,5.771942139
17101,6.20E-06,5.25E-07,5.038990021
17401,4.34E-06,6.09E-06,5.082064152
17701,3.45E-06,1.47E-05,5.011966705
18001,1.20E-05,1.98E-09,4.870428085
18301,1.40E-05,2.05E-09,3.756660938
18601,2.13E-05,5.55E-08,4.069865704
18901,1.96E-06,1.77E-07,4.525469303
19201,1.11E-05,7.61E-08,5.155431271
19501,1.13E-06,5.85E-10,3.80846858
19801,5.63E-05,3.07E-08,5.222761631
20101,2.99E-06,2.38E-09,4.483555317
20401,1.76E-06,5.37E-07,5.296312809
20701,2.19E-06,1.38E-09,5.645884514
21001,1.32E-06,9.57E-09,5.580730915
21301,1.08E-06,5.26E-09,4.677904606
21601,8.45E-07,7.72E-10,5.307094574
21901,6.83E-07,1.94E-09,4.667172432
22201,7.77E-07,1.91E-07,4.318769932
22501,0.005176961,1.09E-09,5.179526329
22801,4.03E-06,6.42E-08,4.76780653
23101,6.81E-06,4.95E-10,4.694047928
23401,1.81E-05,1.25E-10,4.077111244
23701,8.51E-06,1.46E-10,3.352144718
24001,8.66E-06,9.72E-08,4.127251625
24301,0.000290375,2.30E-08,3.761439562
24601,1.20E-06,3.21E-06,5.300811291
24901,0.000328583,3.13E-06,5.301841736
25201,0.001172129,5.91E-06,5.661364079
25501,1.63E-05,6.36E-10,5.096088409
25801,1.48E-05,2.88E-10,5.247557163
26101,7.17E-06,8.37E-09,4.458558083
26401,9.18E-06,1.86E-09,5.354503632
26701,1.03E-05,3.57E-08,3.705514431
27001,1.22E-05,7.16E-10,4.173694611
27301,4.92E-06,2.95E-10,3.947735786
27601,3.59E-06,1.35E-10,5.876830578
27901,1.34E-06,7.14E-10,3.630596638
28201,6.94E-06,2.84E-10,3.82324791
28501,2.64E-06,2.86E-09,3.79526329
28801,5.62E-06,3.70E-10,3.308511019
29101,1.04E-06,1.73E-08,4.247233868
29401,1.43E-05,6.99E-11,3.828454256
29701,6.77E-07,7.25E-10,4.246015549
30001,1.32E-06,5.45E-11,4.12988472
30301,2.22E-07,1.83E-09,3.789348841
30601,5.44E-07,2.09E-09,4.910852909
30901,5.08E-07,2.18E-10,3.885307789
31201,1.07E-07,7.03E-08,3.825267792
31501,2.33E-06,7.54E-10,4.199596405
31801,3.97E-07,1.21E-08,3.08638072
32101,0.000432637,8.57E-09,5.415485859
32401,0.000275869,2.84E-07,4.084213257
32701,9.62E-06,1.89E-08,4.745611191
33001,1.59E-05,1.15E-08,3.58091116
33301,1.30E-05,5.76E-08,3.558757067
33601,2.29E-05,1.70E-08,4.717750549
33901,4.15E-06,4.38E-09,4.349961281
1,9.54E-06,2.49E-07,8.87356472
301,4.46E-06,6.46E-07,10.41762924
601,2.97E-06,4.23E-07,11.14822388
901,1.73E-05,4.55E-05,8.657029152
1201,1.25E-05,5.18E-06,7.642448902
1501,3.78E-05,1.86E-06,7.596233845
1801,3.05E-06,4.31E-07,9.179189682
2101,4.77E-06,5.49E-07,7.826346874
2401,3.30E-06,1.38E-06,6.517768383
2701,2.88E-06,3.10E-07,7.274251461
3001,1.93E-06,9.57E-07,8.502146721
3301,1.39E-05,2.91E-07,7.331453323
3601,4.24E-06,1.36E-07,6.482969284
3901,9.21E-07,6.08E-08,6.173199654
4201,3.33E-07,6.10E-08,5.548796654
4501,8.02E-07,2.99E-08,6.93013525
4801,7.92E-07,3.06E-08,6.510345459
5101,3.92E-07,3.21E-07,5.969862461
5401,4.89E-07,3.47E-09,5.492674351
5701,3.36E-07,2.55E-08,5.061066151
6001,2.89E-07,3.78E-07,5.941072464
6301,0.010937093,0.006281865,7.11034441
6601,0.000158721,0.004373016,7.012557507
6901,0.014153053,7.32E-06,6.419742584
7201,1.55E-05,7.96E-09,6.499055386
7501,6.16E-06,1.51E-07,6.863538265
7801,3.18E-06,1.00E-06,6.682675362
8101,3.46E-06,2.99E-07,4.664893627
8401,7.86E-05,1.12E-06,4.570658207
8701,2.13E-05,1.61E-05,4.959753036
9001,4.27E-05,2.76E-06,6.317282677
9301,1.45E-05,1.91E-06,4.406493187
9601,4.61E-05,2.72E-05,6.019744873
9901,3.08E-05,3.20E-06,5.604718685
10201,3.11E-06,3.10E-07,6.32724762
10501,4.05E-06,1.27E-05,5.356734753
10801,5.57E-05,4.07E-07,4.707213402
11101,2.19E-05,6.78E-07,5.536300659
11401,1.11E-05,6.01E-05,5.074402332
11701,8.37E-05,1.98E-07,6.239667416
12001,1.84E-05,8.59E-08,4.911357403
12301,7.41E-06,8.11E-06,6.820570946
12601,2.47E-05,2.39E-07,6.999373913
12901,6.67E-06,2.09E-06,4.560010433
13201,6.27E-06,1.73E-08,5.582051277
